NAME,REAL NAME,REGION,NATIONALITY,TEAM,AGE,WEAPON,MAJOR APPEARANCES,EARNINGS,LAST UPDATED,RAGE
B4rtiN,Bruno Câmara,Americas,Brazil,GODSENT,11/01/2002,AK47,1,"$39,848",13/08/2022,20
Biguzera,Rodrigo Bittencourt,Americas,Brazil,paiN Gaming,18/02/1997,AK47,1,"$49,533",13/08/2022,25
Bit,Bruno Fukuda Lima,Americas,Brazil,MIBR,16/07/1990,AK47,0,"$78,900",13/08/2022,32
Boltz,Ricardo de Souza Prass,Americas,Brazil,Imperial Esports,10/04/1997,AK47,5,"$380,772",13/08/2022,25
BrA,Bráulio Piraglia,Americas,Brazil,Caretos Gaming,25/04/1991,AWP,0,"$4,084",13/08/2022,31
Brnz4n,Breno Poletto,Americas,Brazil,MIBR,26/08/2003,AK47,0,"$9,603",13/08/2022,18
Bruno (Brazilian player),Bruno Ono,Americas,Brazil,paiN Gaming,17/12/1986,AK47,0,"$30,964",13/08/2022,35
CAmyy,Camila Vicentini Natale,Americas,Brazil,Black Dragons Female,08/01/1991,AWP,0,"$5,518",13/08/2022,31
Chay,Richard Seidy Yoshita,Americas,Brazil,Sharks Esports,17/08/2001,AK47,0,"$4,208",13/08/2022,20
Cky,Olavo Napoleão,Americas,Brazil,00 Nation,15/03/1988,AK47,0,"$18,077",13/08/2022,34
Cogu,Raphael Camargo,Americas,Brazil,O Plano,19/04/1985,AK47,0,"$43,697",13/08/2022,37
Coldzera,Marcelo Augusto David,Americas,Brazil,00 Nation,31/10/1994,AK47,9,"$1,021,419",13/08/2022,27
CutzMeretz,Lucas Freitas,Americas,Brazil,Meta Gaming Brasil,11/03/1997,AK47,0,"$2,830",13/08/2022,25
Danoco,Daniel Morgado,Americas,Brazil,Corinthians Esports,14/12/1995,AK47,0,"$10,483",13/08/2022,26
DelboNi,Felipe Delboni,Americas,Brazil,Corinthians Esports,03/12/1997,AK47,0,"$16,288",13/08/2022,24
Demonos,Brunno Rodolpho Nóbrega de Lara,Americas,Brazil,Daotsu Esports,03/09/1996,AK47,0,"$4,694",13/08/2022,25
Desh,Emerson Enrique de Souza,Americas,Brazil,Meta Gaming Brasil,12/04/1999,AWP,0,"$3,010",13/08/2022,23
Dok,Michael Marques,Americas,Brazil,B4 Esports,01/12/1995,AK47,0,"$13,526",13/08/2022,26
Drg,Rodrigo Ausenka,Americas,Brazil,Sharks Esports,23/09/1998,AK47,0,"$10,326",13/08/2022,23
Drop,André Wagner de Abreu,Americas,Brazil,FURIA Esports,15/01/2004,AK47,2,"$62,022",13/08/2022,18
Dumau,Eduardo Wolkmer,Americas,Brazil,00 Nation,09/11/2003,AWP,1,"$40,432",13/08/2022,18
Exit,Raphael Lacerda,Americas,Brazil,MIBR,29/08/1996,AK47,1,"$57,323",14/08/2022,25
F4stzin,Arthur Schmitt,Americas,Brazil,Case Esports,05/01/1999,AK47,0,"$17,688",14/08/2022,23
FalleN,Gabriel Toledo de Alcântara Sguario,Americas,Brazil,Imperial Esports,30/05/1991,AWP,13,"$1,130,179",14/08/2022,31
FATAL,Julio Souza,Americas,Brazil,Los Grandes,01/07/1996,AK47,0,"$2,947",14/08/2022,26
Felippe1,Felippe Martins,Americas,Brazil,Imperial Esports,10/06/1994,AK47,0,"$3,491",14/08/2022,28
Felps,João Cabral Vasconcellos,Americas,Brazil,Fluxo,16/12/1996,AWP,4,"$335,729",14/08/2022,25
Fer,Fernando Alvarenga,Americas,Brazil,Imperial Esports,30/10/1991,AK47,12,"$1,050,052",14/08/2022,30
Fnx,Lincoln Lau,Americas,Brazil,Imperial Esports,30/01/1990,AK47,3,"$427,180",14/08/2022,32
FP1,Filipe de Caires,Americas,Brazil,Redragon,13/06/1995,AK47,0,"$7,534",14/08/2022,27
Gabee,Gabriela Lopes Velasco,Americas,Brazil,FURIA Esports Female,09/12/1998,AK47,0,"$8,961",14/08/2022,23
GaBi,Gabriela Maldonado,Americas,Brazil,FURIA Esports Female,14/05/1999,AK47,0,"$25,169",14/08/2022,23
Guerri,Nicholas Nogueira,Americas,Brazil,FURIA Esports,25/05/1990,AK47,0,"$15,619",14/08/2022,32
Hardzao,Wesley Lopes,Americas,Brazil,paiN Gaming,16/01/2001,AK47,1,"$55,920",14/08/2022,21
HEN1,Henrique Teles Ferreira da Fonseca,Americas,Brazil,MIBR,14/07/1995,AWP,1,"$269,796",14/08/2022,27
Honda,Lucas Honda Cano,Americas,Brazil,Case Esports,21/07/2000,AWP,0,"$18,187",14/08/2022,22
IDk,Victor Torraca,Americas,Brazil,Team oNe eSports,26/02/1998,AK47,0,"$44,037",14/08/2022,24
Izaa,Izabella Bieberbach Galle,Americas,Brazil,FURIA Esports Female,10/04/2002,AWP,0,"$20,818",14/08/2022,20
Jnt,Jhonatan Silva Moura,Americas,Brazil,Sharks Esports,22/05/1994,AWP,1,"$36,852",14/08/2022,28
Josi,Josiane Izidorio,Americas,Brazil,MIBR Female,22/05/2002,AWP,0,"$7,451",14/08/2022,20
JOTA,Jhonatan Willian,Americas,Brazil,MIBR,02/02/1998,AK47,1,"$32,651",14/08/2022,24
Julih,Julia Gomes,Americas,Brazil,B4 Esports Female,13/02/1999,AK47,0,"$8,219",14/08/2022,23
Kaah,Karina Takahashi,Americas,Brazil,FURIA Esports Female,22/10/1995,AWP,0,"$21,937",14/08/2022,26
Kaos,Matheus Nicolau,Americas,Brazil,Corinthians Esports,02/01/1995,AK47,0,0$,14/08/2022,27
Keiz (Brazilian player),Ruann Rotondano,Americas,Brazil,Team oNe eSports,22/07/2001,AWP,0,"$4,722",14/08/2022,21
KHTEX,Denner Barchfield,Americas,Brazil,Los Grandes,03/09/1996,AK47,0,"$27,124",14/08/2022,25
KNgV-,Vito Giuseppe,Americas,Brazil Italy,O Plano,26/09/1992,AWP,1,"$202,272",14/08/2022,29
KSCERATO,Kaike Silva Cerato,Americas,Brazil,FURIA Esports,12/09/1999,AK47,4,"$283,378",14/08/2022,22
Kurgan,Matheus Ribeiro Dantas,Americas,Brazil,Rehl Esports,05/08/1997,AWP,0,"$3,362",14/08/2022,25
Land1n,Paulo Felipe,Americas,Brazil,Los Grandes,01/12/1993,AWP,0,"$23,426",14/08/2022,28
Latto,Bruno Rebelatto,Americas,Brazil,00 Nation,21/12/2002,AWP,1,"$33,445",14/08/2022,19
Le^,Letícia Lima,Americas,Brazil,Black Dragons Female,02/05/1997,AK47,0,"$3,834",14/08/2022,25
Leo drk,Leonardo de Oliveira Carlos,Americas,Brazil,Case Esports,19/10/1999,AK47,0,"$43,955",14/08/2022,22
Leomonster,Leonardo Enrique,Americas,Brazil,Meta Gaming Brasil,22/02/2003,AK47,0,"$8,982",14/08/2022,19
Lucaozy,Lucas Neves,Americas,Brazil,Fluxo,16/10/2001,AK47,1,"$20,789",14/08/2022,20
Lukz,Lucas Oliveira,Americas,Brazil,Stars Horizon,14/12/1997,AK47,0,"$3,236",14/08/2022,24
LyttleZ,Mariana Sabia,Americas,Brazil,MIBR Female,09/09/2004,AWP,0,"$6,093",14/08/2022,17
MaLLby,Marcello Czarneski,Americas,Brazil,Arctic eSports,22/06/2001,AK47,0,"$6,384",14/08/2022,21
Maluk3,Pedro Campos,Americas,Brazil,Team oNe eSports,21/03/1990,AWP,0,"$58,381",14/08/2022,32
Mari,Mariana Preste,Americas,Brazil,FURIA Esports Female,28/10/2003,AK47,0,"$11,532",14/08/2022,18
Matios,João Guedes,Americas,Brazil,B4 Esports,22/02/2002,AK47,0,"$3,909",14/08/2022,20
Mawth,Matheus Gonçalves,Americas,Brazil,Los Grandes,27/12/1998,AWP,0,"$4,414",14/08/2022,23
Msr,Leonardo Caixeta,Americas,Brazil,FURIA Academy,05/02/1993,AK47,0,$125,14/08/2022,29
Naitte,João Maia,Americas,Brazil,ODDIK,05/11/1997,AK47,0,"$4,440",14/08/2022,24
Nak,Renato Nakano,Americas,Brazil,MIBR,10/07/1987,AK47,0,"$68,977",14/08/2022,35
Nani,Nataly Cavalcante,Americas,Brazil,B4 Esports Female,27/03/1995,AK47,0,"$4,397",14/08/2022,27
Nqz,Lucas Soares,Americas,Brazil,9z Team,18/01/2005,AWP,0,"$6,344",14/08/2022,17
Nython,Gabriel Lino,Americas,Brazil,paiN Gaming,10/10/1997,AWP,0,"$32,941",14/08/2022,24
Olga,Olga Rodrigues Locatelli,Americas,Brazil,FURIA Esports Female,29/05/1994,AK47,0,"$19,473",14/08/2022,28
Pesadelo,Matheus Panisset,Americas,Brazil,Team oNe eSports,12/08/1999,AK47,0,"$25,276",14/08/2022,23
Phx,Gustavo Merigo,Americas,Brazil,Rehl Esports,24/03/1999,AK47,0,"$1,801",14/08/2022,23
PKL,Vinícios Coelho,Americas,Brazil,paiN Gaming,21/07/1994,AK47,1,"$96,418",14/08/2022,28
Prd,Arthur Resende,Americas,Brazil,Los Grandes,15/06/1990,AK47,0,"$12,801",14/08/2022,32
Prt,Matheus Scuvero,Americas,Brazil,Team oNe eSports,18/12/1997,AWP,0,"$38,328",14/08/2022,24
RCF,Rodrigo Caponero Figueiredo,Americas,Brazil,Case Esports,12/07/2000,AWP,0,"$39,236",14/08/2022,22
RealziN,Antonio Oliveira Junior,Americas,Brazil,B4 Esports,01/07/1995,AK47,1,"$21,501",14/08/2022,27
Remix,Victor Monteiro,Americas,Brazil,ODDIK,01/01/1994,AWP,0,"$15,111",14/08/2022,28
RICIOLI,Felipe Caldana Ricioli,Americas,Brazil,ODDIK,25/11/1999,AK47,0,"$6,607",14/08/2022,22
Rkz,Caio Sinigaglia,Americas,Brazil,Imperial Esports,05/12/1991,AK47,0,"$1,520",14/08/2022,30
Saffee,Rafael Costa,Americas,Brazil,FURIA Esports,19/12/1994,AWP,2,"$67,279",14/08/2022,27
Segalla,Lucas Mancini,Americas,Brazil,FURIA Esports Female,12/09/1995,AK47,0,"$2,046",14/08/2022,26
SHOOWTiME,Gustavo Gonçalves,Americas,Brazil,Corinthians Esports,01/04/1997,AWP,0,"$92,858",14/08/2022,25
Shz,Bruno Martinelli,Americas,Brazil,Los Grandes,21/04/1998,AK47,0,"$48,245",14/08/2022,24
Steel (Lucas Lopes),Lucas Benedito Lopes,Americas,Brazil,Case Esports,19/11/1993,AK47,4,"$198,820",14/08/2022,28
Tacitus,Marcos Castilho,Americas,Brazil,FURIA Esports,25/11/1999,AK47,0,0$,14/08/2022,22
TACO,Epitácio Pessoa de Melo Filho,Americas,Brazil,00 Nation,24/01/1995,AK47,9,"$1,071,243",14/08/2022,27
Tatazin,Alef Pereira,Americas,Brazil,Los Grandes,20/09/1993,AK47,0,"$25,849",14/08/2022,28
Texxas,Guilherme Mayworm,Americas,Brazil,B4 Esports,27/12/1998,AK47,0,"$1,293",14/08/2022,23
Tge,Gustavo Motta,Americas,Brazil,9z Team,24/10/1997,AK47,0,"$5,006",14/08/2022,24
Tiburci0,André Rossetto,Americas,Brazil,DETONA Gaming,02/02/1994,AWP,0,"$17,238",14/08/2022,28
Trk,Alencar Rossato,Americas,Brazil,Team oNe eSports,24/06/1995,AK47,0,"$72,134",14/08/2022,27
Tuurtle,Matheus Marques Anhaia,Americas,Brazil,MIBR,31/10/1998,AK47,1,"$48,564",14/08/2022,23
UnK,Arthur Varela Lotti,Americas,Brazil,Stars Horizon,07/03/2000,AWP,0,"$3,648",14/08/2022,22
V$m,Vinicius Moreira,Americas,Brazil,Fluxo,02/07/1999,AWP,0,"$35,984",14/08/2022,23
VINI,Vinicius de Almeida Figueiredo,Americas,Brazil,Imperial Esports,20/05/1999,AK47,4,"$251,173",14/08/2022,23
VLa,Victor Luiz,Americas,Brazil,ODDIK,28/12/1998,AK47,0,"$4,948",14/08/2022,23
W1,William Almasan,Americas,Brazil,B4 Esports,01/07/2000,AK47,0,"$8,372",14/08/2022,22
WOOD7,Adriano Cerato,Americas,Brazil,Fluxo,23/05/1995,AWP,1,"$29,099",14/08/2022,27
Xamp,Willian Caldas,Americas,Brazil,Fluxo,04/08/1992,AK47,0,0$,14/08/2022,30
Yel,Gustavo Knittel,Americas,Brazil,O Plano,22/05/1992,AWP,0,"$93,803",14/08/2022,30
Yepz,Yan Pedretti,Americas,Brazil,Case Esports,14/11/1996,AK47,0,"$3,228",14/08/2022,25
Yungher,Giovanna Yungh,Americas,Brazil,B4 Esports Female,28/05/1997,AWP,0,"$4,570",14/08/2022,25
Yuurih,Yuri Gomes dos Santos Boian,Americas,Brazil,FURIA Esports,22/12/1999,AK47,4,"$288,077",14/08/2022,22
Zakk,Rafael Fernandes,Americas,Brazil,9z Team,14/11/1991,AK47,0,"$4,536",14/08/2022,30
Zqk,Caio Fonseca,Americas,Brazil,Corinthians Esports,08/03/1992,AWP,1,"$29,876",14/08/2022,30
Andrew,Andrés Clavijo,Americas,Uruguay,Furious Gaming,05/07/1994,AK47,0,"$4,485",14/08/2022,28
Dgt,Franco Manuel Garcia Cabrera,Americas,Uruguay,9z Team,12/05/2001,AK47,1,"$32,741",14/08/2022,21
DILLION1,Juan Reyes,Americas,Uruguay,WINDINGO,16/12/1995,AWP,0,"$6,427",14/08/2022,26
Max,Maximiliano Gonzalez,Americas,Uruguay,9z Team,15/06/1999,AK47,1,"$36,357",14/08/2022,23
1962,Gabriel Hernan Sinópoli,Americas,Argentina,Leviatán,19/11/1995,AK47,0,"$19,242",14/08/2022,26
648,Gabriel Lemesi,Americas,Argentina,VELOX Argentina,24/06/1996,AWP,0,"$3,544",14/08/2022,26
Atarax1a,Joaquin Biglieri,Americas,Argentina,Arvum Esports,01/03/2002,AWP,0,"$6,002",14/08/2022,20
BIG (Argentinian player),Lucas Mariotta,Americas,Argentina,The Union,28/06/1991,AK47,0,$68,14/08/2022,31
Cxxxviii,Patricio Cabrio,Americas,Argentina,VELOX Argentina,06/12/1988,AWP,0,"$1,550",14/08/2022,33
Deco,Marcos Amato,Americas,Argentina,Isurus,12/09/1997,AK47,0,"$27,572",14/08/2022,24
Dinamo,Rodrigo Haro,Americas,Argentina,Arvum Esports,05/02/1993,AK47,0,$676,14/08/2022,29
EmaDlz,Lucas Emanuel Lopez,Americas,Argentina,Juegalo Esports,15/06/2002,AK47,0,"$1,793",14/08/2022,20
Gooden,Carlos Sebastian Palacios Cavion,Americas,Argentina,Isurus,11/11/1999,AK47,0,"$5,846",14/08/2022,22
Hellpa,Germán Morath,Americas,Argentina,Boca Juniors Gaming,23/04/1990,AK47,0,0$,14/08/2022,32
JonY BoY,Jonathan Muñoz,Americas,Argentina,Leviatán,13/11/1991,AWP,0,"$23,568",14/08/2022,30
Khizha,Julieta Grillia,Americas,Argentina,MIBR Female,05/03/1999,AK47,0,"$5,364",14/08/2022,23
Killermachine,Jeremias Di Domenico,Americas,Argentina,Hawks,29/11/1985,AK47,0,$585,14/08/2022,36
Limi7,Martin Miozzo,Americas,Argentina,EBRO,18/01/1987,AWP,0,"$1,517",14/08/2022,35
M0nster,Guido Romano,Americas,Argentina,Arvum Esports,07/04/1997,AWP,0,"$6,056",14/08/2022,25
Meyern,Ignacio Naim Meyer,Americas,Argentina,Isurus,10/09/2002,AK47,0,"$69,532",14/08/2022,19
Minimal,Facundo Pereyra,Americas,Argentina,Arvum Esports,28/06/1992,AK47,0,"$7,200",14/08/2022,30
MRN1,Mariano Santa Maria,Americas,Argentina,Boca Juniors Gaming,07/06/1994,AK47,0,"$5,654",14/08/2022,28
Nbl,Nabil Manir Aleua,Americas,Argentina,Boca Juniors Gaming,12/11/1996,AK47,0,"$20,670",14/08/2022,25
NCH,Ignacio Devita,Americas,Argentina,Furious Gaming,18/09/1990,AK47,0,"$1,445",14/08/2022,31
NikoM,Nicolás Miozzi,Americas,Argentina,Arvum Esports,08/04/1997,AK47,0,"$17,035",14/08/2022,25
Noktse,Nicolás Mariano Dávila,Americas,Argentina,Isurus,19/01/1993,AWP,0,"$46,120",14/08/2022,29
Otto,Alejandro Mendive,Americas,Argentina,VELOX Argentina,06/08/1987,AWP,0,"$3,965",14/08/2022,35
Peqexino,Agustin Cáceres,Americas,Argentina,Furious Gaming,20/05/1996,AWP,0,"$4,640",14/08/2022,26
Pino,Rodrigo Manarino,Americas,Argentina,Isurus,19/02/1986,AK47,0,$199,14/08/2022,36
Restik,Genaro Manuel Hokama,Americas,Argentina,WINDINGO,02/12/1998,AK47,0,"$4,064",14/08/2022,23
Reversive,Roberto Carlos Themtham,Americas,Argentina,Isurus,15/07/1992,AK47,0,"$29,550",14/08/2022,30
Rew4z,Hugo Cáceres,Americas,Argentina,River Plate Gaming,22/11/1987,AK47,0,"$2,120",14/08/2022,34
Rox,Martin Molina,Americas,Argentina,9z Team,15/09/2002,AK47,1,"$25,477",14/08/2022,19
S1cop,Elias Cisternas,Americas,Argentina,Boca Juniors Gaming,16/09/1986,AK47,0,0$,14/08/2022,35
Sheep,Maximiliano Miozzo,Americas,Argentina,EBRO,09/08/1988,AK47,0,"$2,540",14/08/2022,34
Tom1jed,Tomas Rivero,Americas,Argentina,Arvum Esports,14/11/2002,AK47,0,"$7,660",14/08/2022,19
Try,Santino Rigal,Americas,Argentina,00 Nation,23/09/2004,AWP,0,"$26,654",14/08/2022,17
Tutehen,Matias Canale,Americas,Argentina Italy,VELOX,16/11/1992,AK47,0,"$12,707",14/08/2022,29
Xiguinilster,Pablo Adrian Paez Ortega,Americas,Argentina,Juegalo Esports,16/02/1998,AK47,0,0$,14/08/2022,24
Alexer,Alex Josue Lagos Calderon,Americas,Chile,Boca Juniors Gaming,29/03/2004,AK47,0,"$3,056",14/08/2022,18
Dav1d,David Tapia Maldonado,Americas,Chile,9z Team,07/06/2000,AK47,1,"$11,152",14/08/2022,22
ElemeNt (Chilean player),Ignacio Octavio Lagos Calderon,Americas,Chile,Boca Juniors Gaming,04/04/2000,AWP,0,"$5,863",14/08/2022,22
L!nKz^,José Patricio Ortega,Americas,Chile,Juegalo Esports,11/11/1993,AWP,0,"$5,782",14/08/2022,28
Proxure,Cristian Rojas Venegas,Americas,Chile,Juegalo Esports,16/12/1992,AK47,0,"$2,265",14/08/2022,29
AliStair,Alistair Johnston,Oceania,Australia,ORDER,07/04/1998,AWP,2,"$60,313",14/08/2022,24
Apoc,Mike Aliferis,Oceania,Australia,Encore Esports Club,09/10/1987,AK47,0,"$35,521",14/08/2022,34
BiBiAhn,Vivienne Quach,Oceania,Australia,Counter Logic Gaming Red,05/12/2002,AK47,0,"$2,870",14/08/2022,19
BRACE,Toby Barnes,Oceania,Australia,VERTEX Esports Club,17/08/1999,AK47,0,"$6,541",14/08/2022,22
Dexter,Christopher Nong,Oceania,Australia,MOUZ,15/08/1994,AK47,3,"$127,088",14/08/2022,27
Gump,Maclane Cross,Oceania,Australia,DGG Esports,29/12/2003,AK47,0,"$3,114",14/08/2022,18
INS,Joshua Potter,Oceania,Australia,ORDER,22/09/1998,AK47,2,"$74,013",14/08/2022,23
Jks,Justin Savage,Oceania,Australia,Complexity Gaming,12/12/1995,AK47,7,"$347,102",14/08/2022,26
Liazz,John James Tregillgas,Oceania,Australia,ORDER,30/08/1997,AK47,3,"$130,375",14/08/2022,24
Malta,Liam Schembri,Oceania,Australia Malta,VERTEX Esports Club,01/11/1995,AK47,3,"$99,535",14/08/2022,26
Mayker,Daryl May,Oceania,Australia,Looking For Orgre,11/08/1998,AK47,0,"$3,826",14/08/2022,24
Pz,Jordan White,Oceania,Australia,VERTEX Esports Club,16/10/1999,AWP,0,"$7,404",14/08/2022,22
SaVage,James Savage,Oceania,Australia,Encore Esports Club,02/02/2005,AK47,0,"$12,617",14/08/2022,17
SkulL,Jordan Newland,Oceania,Australia,Antic Esports,01/01/1998,AK47,0,"$5,538",14/08/2022,24
Vexite,Declan Portelli,Oceania,Australia,VERTEX Esports Club,05/09/2004,AK47,0,"$12,319",14/08/2022,17
Zeph,Charlie Dodd,Oceania,Australia,DGG Esports,26/06/2002,AK47,0,"$15,551",14/08/2022,20
Gratisfaction,Sean David Andre Kaiwai,Oceania,New Zealand,EXTREMUM,06/03/1996,AWP,2,"$123,851",14/08/2022,26
Sico,Simon Williams,Oceania,New Zealand,ORDER,08/08/1994,AK47,3,"$72,443",14/08/2022,28
Sterling,Euan Moore,Oceania,New Zealand,Encore Esports Club,27/06/1998,AWP,1,"$33,845",14/08/2022,24
